0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+00,3.799999999999999906e-02
3.500000000000000000e+00,3.799999999999999906e-02,0.000000000000000000e+00,3.799999999999999906e-02
0.000000000000000000e+00,3.799999999999999906e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.461999999999999744e+00,3.799999999999981171e-02,3.500000000000000000e+00,3.799999999999981171e-02
3.500000000000000000e+00,3.799999999999981171e-02,3.500000000000000000e+00,6.961999999999999744e+00
3.500000000000000000e+00,6.961999999999999744e+00,3.461999999999999744e+00,6.961999999999999744e+00
3.461999999999999744e+00,6.961999999999999744e+00,3.461999999999999744e+00,3.799999999999981171e-02
0.000000000000000000e+00,6.961999999999999744e+00,3.500000000000000000e+00,6.961999999999999744e+00
3.500000000000000000e+00,6.961999999999999744e+00,3.500000000000000000e+00,7.000000000000000000e+00
3.500000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,6.961999999999999744e+00
0.000000000000000000e+00,3.799999999999981171e-02,3.799999999999999906e-02,3.799999999999981171e-02
3.799999999999999906e-02,3.799999999999981171e-02,3.799999999999999906e-02,6.961999999999999744e+00
3.799999999999999906e-02,6.961999999999999744e+00,0.000000000000000000e+00,6.961999999999999744e+00
0.000000000000000000e+00,6.961999999999999744e+00,0.000000000000000000e+00,3.799999999999981171e-02
1.899999999999990585e-02,1.500000000000000000e+00,2.519000000000000128e+00,1.500000000000000000e+00
2.519000000000000128e+00,1.500000000000000000e+00,2.519000000000000128e+00,1.537999999999999812e+00
2.519000000000000128e+00,1.537999999999999812e+00,1.899999999999990585e-02,1.537999999999999812e+00
1.899999999999990585e-02,1.537999999999999812e+00,1.899999999999990585e-02,1.500000000000000000e+00
9.620000000000001883e-01,5.461999999999999744e+00,3.462000000000000188e+00,5.461999999999999744e+00
3.462000000000000188e+00,5.461999999999999744e+00,3.462000000000000188e+00,5.500000000000000000e+00
3.462000000000000188e+00,5.500000000000000000e+00,9.620000000000001883e-01,5.500000000000000000e+00
9.620000000000001883e-01,5.500000000000000000e+00,9.620000000000001883e-01,5.461999999999999744e+00
9.959999999999999964e-01,4.834000000000001407e+00,1.552000000000000046e+00,4.834000000000001407e+00
1.552000000000000046e+00,4.834000000000001407e+00,1.552000000000000046e+00,5.390000000000000568e+00
1.552000000000000046e+00,5.390000000000000568e+00,9.959999999999999964e-01,5.390000000000000568e+00
9.959999999999999964e-01,5.390000000000000568e+00,9.959999999999999964e-01,4.834000000000001407e+00
1.471999999999999975e+00,3.221999999999999975e+00,2.028000000000000025e+00,3.221999999999999975e+00
2.028000000000000025e+00,3.221999999999999975e+00,2.028000000000000025e+00,3.778000000000000025e+00
2.028000000000000025e+00,3.778000000000000025e+00,1.471999999999999975e+00,3.778000000000000025e+00
1.471999999999999975e+00,3.778000000000000025e+00,1.471999999999999975e+00,3.221999999999999975e+00
1.909999999999999698e+00,1.609999999999999876e+00,2.465999999999999748e+00,1.609999999999999876e+00
2.465999999999999748e+00,1.609999999999999876e+00,2.465999999999999748e+00,2.165999999999999925e+00
2.465999999999999748e+00,2.165999999999999925e+00,1.909999999999999698e+00,2.165999999999999925e+00
1.909999999999999698e+00,2.165999999999999925e+00,1.909999999999999698e+00,1.609999999999999876e+00
