0.000000000000000000e+00,-5.000000000000000104e-03,2.999999999999999889e-01,-5.000000000000000104e-03
2.999999999999999889e-01,-5.000000000000000104e-03,2.999999999999999889e-01,5.000000000000000104e-03
2.999999999999999889e-01,5.000000000000000104e-03,0.000000000000000000e+00,5.000000000000000104e-03
0.000000000000000000e+00,5.000000000000000104e-03,0.000000000000000000e+00,-5.000000000000000104e-03
0.000000000000000000e+00,2.949999999999999845e-01,2.999999999999999889e-01,2.949999999999999845e-01
2.999999999999999889e-01,2.949999999999999845e-01,2.999999999999999889e-01,3.049999999999999933e-01
2.999999999999999889e-01,3.049999999999999933e-01,0.000000000000000000e+00,3.049999999999999933e-01
0.000000000000000000e+00,3.049999999999999933e-01,0.000000000000000000e+00,2.949999999999999845e-01
2.949999999999999845e-01,0.000000000000000000e+00,3.049999999999999933e-01,0.000000000000000000e+00
3.049999999999999933e-01,0.000000000000000000e+00,3.049999999999999933e-01,2.999999999999999889e-01
3.049999999999999933e-01,2.999999999999999889e-01,2.949999999999999845e-01,2.999999999999999889e-01
2.949999999999999845e-01,2.999999999999999889e-01,2.949999999999999845e-01,0.000000000000000000e+00
